lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
8.47468E+20,2022,Jones-Grant-Silfverberg,ANA,line,5on5,6,1018,51,0.11,0.33,0.28,5.91,0.23,0.27,1.52,0.23,3.03,2.72,0.23,0.21,0.21,5,3,4,12,0,1,0,1,0,0,6,5,8,0,0,16,6,0,3,7,1,0,0.12,0.11,0,0,0,0,11.16,8,7.51,2,0.06,0.02,0.02,0.27,0.25,0.25,15.13,1.87,1.21,4.21,0.61,7.88,5.21,1.73,1.93,1.78,16,5,3,24,2,5,1,4,1,4,5,14,19,0,0,12,5,4,0,13,5,3,0.32,0.76,0.78,0,1,1,25.23,21,21.99,0,0.25,1.01,1.01,1.11,1.15,1.13
8.47686E+20,2022,Di Giuseppe-Lazar-Aman,VAN,line,5on5,5,2242,15,0.62,0.54,0.56,18,2.07,1.29,4.49,0.54,8.48,6.13,1.92,2.02,1.88,18,5,11,34,0,4,0,5,1,7,6,18,23,1,2,19,19,4,3,13,6,4,0.33,0.72,1.02,0,0,0,32.81,23,22.27,1,0.28,1.02,1.02,1.33,1.31,1.3,13.18,1.28,0.9,3.13,0.45,7.2,5.04,1.22,1.33,1.26,12,6,11,29,2,1,1,1,1,8,5,10,16,2,2,13,17,4,11,13,3,2,0.44,0.37,0.48,1,0,1,31.04,18,18.91,4,0.19,0.26,0.26,1.21,1.22,1.18
8.47851E+20,2022,Veleno-Czarnik-Berggren,DET,line,5on5,12,5073,48,0.49,0.5,0.52,42.69,3.24,2.48,11.32,1.4,23.63,16.92,3.18,3.28,3.22,39,20,19,78,3,5,0,8,1,19,23,36,56,5,12,27,41,10,9,48,9,2,1.47,1.23,0.53,1,2,0,78.56,59,59.66,4,0.5,0.69,0.69,3.05,3.1,3.06,39.17,3.42,2.45,9.51,1.25,21.61,15.75,3.37,3.38,3.34,37,17,23,77,1,4,1,5,3,25,16,36,53,9,18,41,33,11,10,41,8,5,1.01,0.89,1.52,0,0,1,77.36,54,53.74,4,0.51,0.85,0.85,3.07,3.05,3.03
8.47456E+20,2022,Point-Stamkos-Kucherov,TBL,line,5on5,68,20604,351,0.56,0.52,0.51,193.96,19.15,13.79,46.78,6.67,107.22,76.38,17.84,19.14,17.8,194,76,94,364,21,25,3,48,9,89,78,173,249,13,29,152,110,52,66,191,63,16,6.52,7.82,4.82,11,7,3,365.89,270,270.64,33,2.86,5.04,5.09,16.92,16.89,16.5,181.14,14.82,12.49,43.12,5.97,103.1,75.5,14.46,14.92,14.56,191,64,85,340,12,11,0,37,7,84,104,179,243,31,67,158,143,74,34,189,58,8,5.83,7.12,1.87,7,4,1,342.09,255,256.41,15,2.58,1.63,1.79,15.61,15.75,15.53
8.47799E+20,2022,Pitlick-Dvorak-Ylonen,MTL,line,5on5,9,2406,80,0.51,0.46,0.5,16.83,1.42,1.13,4.19,0.53,9.29,6.44,1.4,1.45,1.43,16,7,7,30,1,1,0,5,1,9,6,15,22,3,6,17,6,3,8,18,3,2,0.64,0.37,0.41,0,1,0,30.12,23,23.21,5,0.24,0.07,0.07,1.59,1.61,1.6,16.52,1.34,1.14,3.7,0.53,9.29,7,1.25,1.33,1.24,13,10,12,35,2,1,0,4,1,8,7,11,21,2,4,23,18,5,6,16,6,1,0.32,0.74,0.28,0,2,0,35.38,23,23.18,5,0.24,0.13,0.13,1.45,1.42,1.33
8.47488E+20,2022,Hoffman-Tierney-Pitlick,MTL,line,5on5,6,858,57,0.52,0.41,0.47,6.33,0.53,0.38,1.59,0.21,3.54,2.75,0.49,0.54,0.5,8,1,0,9,0,1,0,2,0,2,4,8,9,1,2,4,4,1,2,7,1,1,0.13,0.15,0.25,0,0,0,8.98,9,9.12,1,0.08,0.25,0.25,0.36,0.37,0.36,7.11,0.48,0.48,1.63,0.24,3.9,3.26,0.48,0.49,0.48,10,0,3,13,0,0,0,4,0,2,4,10,10,0,0,11,3,1,3,8,2,0,0.24,0.24,0,0,0,0,14.07,10,10.39,2,0.1,0,0,0.58,0.59,0.58
8.47841E+20,2022,Greenway-Eriksson Ek-Duhaime,MIN,line,5on5,9,1018,92,0.39,0.53,0.52,8.85,0.55,0.52,2.01,0.26,4.81,3.85,0.53,0.54,0.52,8,4,6,18,0,1,0,2,0,5,4,8,12,2,4,12,13,0,1,10,2,0,0.29,0.27,0,0,0,0,17.93,12,11.66,0,0.11,0.06,0.06,0.6,0.58,0.56,8.46,0.87,0.52,2.1,0.26,4,3.25,0.87,0.84,0.84,7,4,5,16,1,0,0,1,1,4,4,6,10,0,0,10,9,2,1,6,5,0,0.09,0.78,0,0,1,0,16.35,11,11.29,0,0.11,0,0,0.98,0.95,0.95
8.47516E+20,2022,Saad-O'Reilly-Barbashev,STL,line,5on5,6,794,65,0.64,0.43,0.44,5.8,0.57,0.34,1.09,0.16,2.44,2.4,0.57,0.58,0.58,6,1,2,9,1,0,0,3,1,1,1,5,6,1,2,5,7,5,1,4,2,1,0.1,0.22,0.26,0,1,0,8.92,7,6.95,1,0.07,0,0,0.64,0.65,0.65,6.09,0.32,0.38,1.5,0.2,3.85,2.76,0.31,0.32,0.31,7,2,3,12,0,0,0,2,0,4,3,7,9,1,2,10,2,1,3,9,0,0,0.32,0,0,0,0,0,12.12,9,9.08,1,0.08,0,0,0.4,0.4,0.38
8.47409E+13,2022,Smith-Okhotiuk,NJD,pairing,5on5,10,4237,40,0.6,0.47,0.45,30.09,3.31,2.05,7.26,1.08,15.66,11.63,3.08,3.2,2.98,30,11,16,57,1,5,1,7,0,16,12,29,40,6,13,30,49,6,16,27,10,4,0.93,1.34,1.04,0,0,1,56.59,41,40.53,8,0.43,1.14,1.14,2.61,2.56,2.44,34.62,2.22,2.35,9.38,1.25,21.37,14.42,2.18,2.17,2.13,34,17,12,63,2,2,0,9,2,23,13,32,49,4,11,30,28,6,10,41,10,0,1.03,1.19,0,0,2,0,61.24,51,49.45,5,0.48,0.25,0.25,2.45,2.39,2.37
8.47935E+13,2022,Chychrun-Brannstrom,OTT,pairing,5on5,6,1091,49,0.9,0.73,0.81,12.26,1.01,0.86,2.89,0.41,7.12,4.71,0.99,1.02,1,13,4,5,22,3,1,0,1,1,8,3,10,14,1,2,9,20,5,3,14,2,1,0.55,0.19,0.27,2,0,1,22.9,17,17.54,3,0.18,0.03,0.03,1.16,1.17,1.15,2.85,0.11,0.13,0.73,0.09,1.48,1.46,0.11,0.11,0.11,4,0,4,8,0,0,0,0,0,2,2,4,4,2,4,8,8,0,2,4,0,0,0.11,0,0,0,0,0,8.12,4,4.03,1,0.03,0,0,0.14,0.13,0.13
8.47631E+13,2022,Macdonald-Manson,COL,pairing,5on5,12,3433,62,0.54,0.5,0.56,32.15,2.44,1.93,8.02,1.08,18.01,13.52,2.39,2.5,2.46,28,17,9,54,2,3,1,6,2,11,21,26,43,2,7,24,23,7,11,36,5,4,0.96,0.55,0.93,0,1,1,55.97,45,46.09,6,0.4,0.31,0.31,2.53,2.56,2.52,24.01,2.07,1.69,5.91,0.86,14.47,10,1.97,2.07,1.98,28,7,18,53,2,3,0,8,0,8,14,26,33,3,9,20,27,9,9,27,7,1,0.88,0.86,0.34,1,1,0,51.59,35,34.49,5,0.36,0.52,0.52,1.92,1.93,1.9
8.47688E+20,2022,Sheary-Strome-Wilson,WSH,line,5on5,5,3247,9,0.43,0.39,0.42,31.06,2.27,1.89,7.64,1.01,16.73,12.46,2.16,2.29,2.18,26,16,9,51,3,2,1,10,0,14,13,23,39,3,6,25,21,10,10,35,5,2,1.13,0.63,0.5,2,1,0,52.85,42,42.36,6,0.39,0.42,0.42,2.23,2.25,2.22,40.13,2.95,2.73,10.27,1.4,23.63,17.02,2.82,2.97,2.84,33,25,22,80,1,0,0,14,2,21,20,32,57,4,8,45,16,3,11,43,14,1,1.05,1.68,0.22,1,0,0,78.77,58,57.96,4,0.57,0,0,3.51,3.53,3.38
8.47463E+13,2022,Zadorov-Stone,CGY,pairing,5on5,44,23414,151,0.51,0.57,0.56,230.92,17.01,14.36,57.61,8.01,129,97,16.64,17.16,16.79,229,94,121,444,20,21,1,63,7,83,129,209,303,38,89,175,204,53,55,261,48,14,7.32,5.91,3.78,11,7,2,447.46,323,324.78,27,2.93,2.88,2.88,17.07,17.16,17.02,187.96,16.07,12.42,45.53,6.2,101.2,77.58,15.63,15.99,15.55,187,72,79,338,17,18,4,47,10,81,86,170,242,30,69,180,186,39,73,193,55,11,6.09,7.07,2.91,7,7,3,334.78,259,257.83,50,2.58,2.67,2.67,15.97,15.88,15.71
8.47687E+20,2022,Pearson-Horvat-Boeser,VAN,line,5on5,4,2498,9,0.37,0.44,0.45,21.53,1.77,1.31,5.5,0.66,12.05,8.7,1.7,1.79,1.72,20,10,8,38,3,1,1,10,1,6,9,17,27,4,11,30,9,9,2,22,7,1,0.51,0.89,0.37,0,2,1,38.56,30,29.79,0,0.27,0.37,0.37,1.67,1.68,1.62,28.36,2.97,1.92,6.17,0.83,14.48,10.63,2.86,2.86,2.76,28,9,11,48,4,2,0,4,1,16,10,24,33,5,13,26,17,10,7,23,10,4,0.79,1.09,1.1,1,3,0,47.34,37,36.77,4,0.41,0.59,0.59,2.79,2.72,2.69
8.47575E+20,2022,Frederic-Coyle-Hathaway,BOS,line,5on5,14,1472,139,0.45,0.46,0.57,9.55,0.63,0.59,2.28,0.29,5.16,4.06,0.62,0.63,0.62,10,3,3,16,0,1,0,1,0,4,7,10,13,0,0,6,15,1,2,12,0,1,0.41,0,0.21,0,0,0,16.45,13,13.2,2,0.12,0.21,0.21,0.53,0.54,0.54,7.48,0.75,0.57,1.85,0.23,3.99,2.61,0.75,0.74,0.74,8,2,9,19,1,1,0,4,0,2,2,7,9,5,10,13,22,5,6,8,0,2,0.3,0,0.45,0,0,1,18.62,10,9.69,3,0.12,0.25,0.25,0.62,0.6,0.59
8.4706E+20,2022,Lomberg-Staal-Hornqvist,FLA,line,5on5,12,3414,63,0.59,0.52,0.52,40.22,4.1,3,9.58,1.44,21.44,15.45,3.83,4.36,4.05,40,15,14,69,2,4,1,10,1,22,16,38,53,6,15,28,35,5,4,39,11,5,1.11,1.5,1.49,1,0,1,73.26,55,57.93,3,0.63,1.15,1.15,3.59,3.75,3.68,36.3,2.88,2.34,8.95,1.19,19.89,14.76,2.72,2.76,2.61,32,18,14,64,2,3,0,10,2,15,18,30,48,8,22,38,39,10,12,38,9,3,1.12,1.06,0.7,2,0,0,61.04,50,47.85,5,0.48,0.59,0.59,2.78,2.66,2.6
8.47471E+20,2022,Johnston-Raty-Martin,NYI,line,5on5,5,1587,19,0.25,0.29,0.31,6.63,0.28,0.36,1.65,0.18,3.49,3.04,0.28,0.29,0.29,7,2,2,11,1,0,0,0,0,3,5,6,8,1,2,13,24,4,4,8,1,0,0.14,0.14,0,0,1,0,11.14,9,9.28,2,0.07,0,0,0.35,0.37,0.37,14.54,0.84,0.79,3.89,0.52,7.65,6.32,0.81,0.88,0.84,14,6,7,27,1,2,0,3,1,7,6,13,19,1,2,10,7,3,2,17,2,1,0.37,0.23,0.24,1,0,0,27.3,20,20.46,1,0.16,0.27,0.27,0.74,0.76,0.75
8.47639E+20,2022,Beckman-Steel-Cramarossa,MIN,line,5on5,2,626,8,0.32,0.43,0.44,5.12,0.39,0.35,1.17,0.14,2.92,2.03,0.38,0.41,0.41,4,3,2,9,0,0,0,1,0,4,2,4,7,2,4,5,4,0,0,4,3,0,0.04,0.34,0,0,0,0,9.54,7,7.39,0,0.07,0,0,0.46,0.49,0.49,6.49,0.82,0.44,1.83,0.24,3.33,2.34,0.77,0.81,0.76,7,2,3,12,1,2,1,0,0,1,5,6,8,1,2,5,5,4,0,6,0,3,0.14,0,0.68,0,0,1,11.38,9,8.52,0,0.09,0.43,0.43,0.48,0.47,0.47
8.47064E+20,2022,Hall-Bergeron-Marchand,BOS,line,5on5,8,1393,86,0.41,0.44,0.44,11.73,0.71,0.7,3.15,0.38,7.13,4.93,0.69,0.73,0.71,13,4,4,21,0,0,0,4,0,6,7,13,17,3,6,15,3,4,1,15,2,0,0.46,0.24,0,0,0,0,21.89,17,17.4,0,0.14,0,0,0.85,0.88,0.85,15.85,1.02,1.07,4.83,0.54,8.61,5.93,0.99,1,0.97,16,6,5,27,0,0,0,6,0,8,8,16,22,4,10,21,14,5,6,18,4,0,0.59,0.43,0,0,0,0,26.82,22,21.88,3,0.23,0,0,1.25,1.22,1.19
8.48209E+13,2022,Xhekaj-Guhle,MTL,pairing,5on5,21,770,169,0.47,0.6,0.53,7.48,0.47,0.43,1.59,0.28,3.94,3.29,0.47,0.47,0.47,10,0,5,15,1,0,0,0,0,3,6,9,9,2,7,0,9,3,3,8,2,0,0.28,0.2,0,1,0,0,15.24,10,9.99,2,0.09,0,0,0.56,0.55,0.55,6.78,0.53,0.48,1.5,0.2,3.79,2.51,0.52,0.54,0.53,7,2,1,10,1,0,0,1,0,5,2,6,8,1,5,2,4,0,3,7,1,1,0.19,0.13,0.21,1,0,0,10.06,9,9.05,2,0.1,0,0,0.63,0.64,0.63
8.47639E+20,2022,Cousins-White-Smith,FLA,line,5on5,12,2700,73,0.23,0.52,0.46,20.6,0.88,1.22,5.55,0.73,12.47,9.14,0.86,0.93,0.9,22,8,20,50,1,1,0,5,0,11,12,21,29,8,19,25,33,2,4,28,2,0,0.69,0.19,0,1,0,0,53.21,30,31.42,4,0.25,0.06,0.06,1.06,1.12,1.1,25.78,2.88,1.8,6.53,0.83,13.39,9.57,2.63,2.81,2.57,25,10,11,46,3,4,0,5,1,15,7,22,32,5,13,23,29,4,8,22,10,3,0.6,1.35,0.94,1,2,0,44.23,35,34.61,6,0.38,1.06,1.06,2.19,2.13,2.1
8.47645E+20,2022,Nugent-Hopkins-Mcdavid-Puljujarvi,EDM,line,5on5,11,3181,101,0.55,0.52,0.54,24.98,1.9,1.73,5.48,0.71,13.7,10.48,1.88,2.01,1.99,24,10,13,47,0,0,0,7,0,12,15,24,34,3,6,26,24,5,1,25,9,0,0.83,1.07,0,0,0,0,47.91,34,34.98,0,0.36,0,0,2.26,2.38,2.36,20.91,1.58,1.66,4.51,0.64,12.28,8.33,1.57,1.5,1.5,17,12,15,44,1,1,0,5,1,14,7,16,28,7,14,34,20,5,11,22,7,0,0.77,0.81,0,0,1,0,42.63,29,28.24,6,0.34,0.03,0.03,1.9,1.81,1.8
8.47355E+20,2022,Kessel-Leschyshyn-Rondbjerg,VGK,line,5on5,5,645,57,0.21,0.46,0.33,1.96,0.1,0.1,0.56,0.07,1.2,0.96,0.1,0.1,0.1,2,1,3,6,0,0,0,1,0,1,1,2,3,2,4,6,4,1,1,3,0,0,0.1,0,0,0,0,0,5.93,3,2.91,0,0.02,0,0,0.12,0.12,0.12,4.05,0.4,0.32,1.01,0.17,2.24,1.87,0.4,0.42,0.42,4,2,1,7,1,0,0,0,0,2,3,3,5,1,2,5,9,0,1,5,1,0,0.2,0.2,0,0,1,0,7.01,6,6.14,1,0.07,0,0,0.47,0.49,0.49
8.4746E+13,2022,Ekholm-Josi,NSH,pairing,5on5,52,6929,297,0.57,0.62,0.6,74.85,6.15,5.11,17.38,2.38,42.03,30.94,5.98,5.97,5.8,74,30,42,146,3,5,0,26,3,26,41,71,101,5,10,49,43,13,15,75,26,3,2.38,2.98,0.8,2,1,0,143.06,104,100.99,3,1.06,0.97,1.17,6.05,5.85,5.75,49.43,4.64,3.4,10.89,1.65,28.35,20.07,4.54,4.66,4.57,56,13,21,90,5,2,0,15,1,17,29,51,64,3,6,51,34,23,15,48,18,3,1.48,2.42,0.74,0,3,2,90.5,69,69.13,8,0.7,0.44,0.44,4.89,4.92,4.86
8.47743E+20,2022,Wood-Mcleod-Thompson,NJD,line,5on5,2,888,7,0.24,0.34,0.31,5.61,0.41,0.33,1.58,0.21,3.07,2.39,0.41,0.39,0.39,4,4,4,12,0,0,0,1,0,2,5,4,8,1,2,6,5,4,5,7,1,0,0.22,0.19,0,0,0,0,11.53,8,7.66,4,0.07,0,0,0.48,0.46,0.46,13.39,1.34,0.9,3.23,0.41,7,5.13,1.25,1.43,1.33,12,6,5,23,1,2,0,3,0,6,6,11,17,0,0,10,7,0,0,12,4,2,0.36,0.48,0.5,0,0,1,24.52,18,19.04,0,0.19,0.46,0.46,1.07,1.15,1.14
8.47421E+13,2022,Sanderson-Holden,OTT,pairing,5on5,38,2656,308,0.35,0.52,0.51,24.37,1.29,1.24,6.39,0.79,12.74,10.54,1.28,1.3,1.29,27,6,14,47,1,0,0,4,3,9,16,26,32,5,13,22,27,3,4,28,5,0,0.75,0.54,0,0,1,0,46.27,33,32.98,1,0.25,0,0,1.54,1.56,1.54,23.3,2.35,1.51,5.89,0.76,12.81,8.69,2.27,2.42,2.33,22,10,11,43,1,4,0,3,0,7,17,21,31,4,11,10,23,8,12,21,9,2,0.69,1.05,0.61,0,1,0,44.78,32,32.8,3,0.32,0.76,0.76,1.91,1.95,1.91
8.47647E+13,2022,Benoit-Beaulieu,ANA,pairing,5on5,19,1361,184,0.41,0.4,0.39,11.99,0.86,0.72,2.52,0.39,6,5.51,0.86,0.83,0.83,12,4,4,20,0,0,0,3,0,4,9,12,16,4,11,8,8,4,2,11,5,0,0.33,0.53,0,0,0,0,19.57,16,15.61,0,0.15,0,0,1.01,0.97,0.97,18.07,1.25,1.16,4.62,0.66,9.6,7.72,1.18,1.26,1.18,16,9,5,30,2,2,0,3,1,7,10,14,23,2,7,6,7,4,3,20,4,1,0.51,0.47,0.26,1,1,0,30.11,25,25.02,1,0.24,0.18,0.44,1.04,1.03,1
8.4746E+13,2022,Oleksiak-Schultz,SEA,pairing,5on5,61,28403,265,0.52,0.51,0.52,231.41,20.91,15.3,55.02,7.55,128.17,94.07,20.23,21.3,20.62,226,95,112,433,22,22,5,49,6,100,122,204,299,30,66,201,168,78,56,231,75,15,6.68,9.57,4.66,6,13,3,444.72,321,329.68,34,3.16,4.65,4.65,19.41,19.85,19.47,213.17,19.47,15.19,49.79,7.05,119.95,86.55,18.95,19.26,18.74,195,103,126,424,21,18,2,35,12,97,115,174,277,26,55,253,209,66,65,212,71,15,6.8,8.92,3.76,4,14,3,411.93,298,292.68,41,3.15,3.21,3.21,19.42,19.22,18.89
8.4736E+20,2022,Kurashev-Toews-Raddysh,CHI,line,5on5,33,17808,103,0.37,0.44,0.41,125.11,10.06,8.76,29.88,4.32,72.54,52.44,9.79,9.83,9.56,120,58,70,248,9,12,2,25,2,65,65,111,169,12,29,171,88,46,48,137,33,8,3.6,4.07,2.39,4,3,2,238.25,178,171.9,28,1.81,2.22,2.22,9.65,9.4,9.25,181.27,17.18,12.83,43.06,6.04,100.59,72.3,16.34,17.7,16.86,172,80,66,318,18,17,5,29,2,91,95,154,234,14,31,122,88,35,40,175,62,15,5.44,7.5,4.23,5,8,5,332.26,252,262.24,22,2.66,3.87,3.9,15.93,16.46,16.13
8.47628E+20,2022,Khaira-Johnson-Blackwell,CHI,line,5on5,4,1882,16,0.28,0.38,0.4,9.28,0.27,0.51,2.5,0.34,5.62,4.76,0.26,0.27,0.26,7,7,6,20,0,1,0,4,0,6,3,7,14,2,4,8,23,2,1,13,1,0,0.18,0.09,0,0,0,0,19.3,14,13.81,0,0.1,0.03,0.03,0.34,0.34,0.33,14.57,0.68,0.88,4.18,0.58,8.43,6.26,0.67,0.7,0.69,13,8,12,33,0,2,0,4,0,8,7,13,21,1,2,9,8,5,5,20,1,0,0.49,0.19,0,0,0,0,35.03,21,22.18,3,0.18,0.1,0.1,0.76,0.78,0.76
8.4775E+13,2022,Roos-Jones,CHI,pairing,5on5,9,1280,55,0.71,0.44,0.46,13.33,1.94,0.98,3.26,0.5,6.54,4.77,1.79,1.94,1.79,12,6,6,24,1,4,0,2,0,3,8,11,17,0,0,8,8,3,2,9,5,4,0.23,0.59,1.13,0,1,0,23.71,18,18.35,1,0.21,1.13,1.13,1.02,1.05,1.03,14.9,0.79,0.96,3.82,0.47,8.77,6.19,0.79,0.78,0.77,17,4,10,31,1,0,0,5,2,8,5,16,20,0,0,6,5,2,5,18,3,0,0.42,0.37,0,1,0,0,32.37,21,21.8,0,0.19,0,0,0.99,0.98,0.97
8.47888E+13,2022,Gavrikov-Berni,CBJ,pairing,5on5,19,1219,153,0.49,0.3,0.38,4.51,0.69,0.36,0.94,0.15,2.13,1.73,0.69,0.69,0.69,4,2,2,8,0,1,0,3,0,1,1,4,6,0,0,3,9,1,2,3,2,1,0.12,0.32,0.25,0,0,0,7.82,6,5.99,1,0.08,0.19,0.19,0.58,0.58,0.58,6.89,0.71,0.54,1.44,0.26,4.16,2.89,0.68,0.75,0.71,8,2,9,19,2,0,0,0,0,5,3,6,8,2,4,2,5,2,4,7,2,1,0.29,0.21,0.21,1,1,0,19.86,10,10.45,3,0.11,0,0,0.82,0.87,0.82
8.47841E+20,2022,Boldy-Eriksson Ek-Greenway,MIN,line,5on5,9,626,97,0.32,0.31,0.37,5.04,0.31,0.3,0.93,0.15,2.8,2.51,0.3,0.3,0.29,4,3,1,8,0,1,0,1,0,3,2,4,7,1,2,1,3,1,0,6,1,0,0.22,0.08,0,0,0,0,7.83,7,6.93,0,0.06,0.07,0.07,0.3,0.29,0.29,8.15,0.67,0.51,1.72,0.27,4.98,3.86,0.65,0.66,0.65,6,6,6,18,0,0,0,2,0,4,6,6,12,0,0,4,5,1,0,10,2,0,0.41,0.25,0,0,0,0,17.68,12,11.77,0,0.1,0,0,0.77,0.76,0.75
8.47647E+20,2022,Podkolzin-Miller-Garland,VAN,line,5on5,11,3305,112,0.4,0.63,0.6,28.89,1.61,1.83,7.01,0.93,17.99,12.63,1.58,1.62,1.59,34,8,17,59,1,1,0,7,1,11,21,33,41,3,6,33,28,7,8,40,1,1,1.23,0.12,0.27,1,0,0,56.75,42,40.87,4,0.37,0.27,0.27,1.72,1.69,1.66,21.21,2.44,1.4,4.77,0.7,10.47,8.22,2.33,2.51,2.4,22,6,7,35,3,3,1,1,0,11,10,19,25,3,6,31,20,3,16,18,6,4,0.44,0.8,1.2,0,1,2,36.14,28,28.96,9,0.29,1,1,1.74,1.76,1.71
8.47662E+20,2022,Blais-Chytil-Goodrow,NYR,line,5on5,3,614,19,0.79,0.59,0.73,5.1,0.48,0.32,1.27,0.19,3.31,2.42,0.48,0.46,0.46,4,4,2,10,0,0,0,3,0,3,2,4,8,1,2,5,5,0,0,6,2,0,0.21,0.27,0,0,0,0,9.71,8,7.79,0,0.07,0,0,0.55,0.52,0.52,1.8,0.13,0.12,0.35,0.07,1.3,1.04,0.13,0.13,0.13,1,2,4,7,0,0,0,0,0,0,3,1,3,2,4,3,4,0,1,3,0,0,0.13,0,0,0,0,0,6.81,3,3.09,1,0.02,0,0,0.15,0.15,0.15
8.47591E+20,2022,Carrier-Stephenson-Stone,VGK,line,5on5,12,622,134,0.93,0.8,0.7,5.33,0.4,0.35,1.17,0.14,2.8,2.13,0.4,0.43,0.43,4,3,5,12,1,0,0,1,0,2,3,3,6,0,0,7,2,2,2,4,3,0,0.05,0.35,0,0,1,0,12.36,7,7.44,1,0.07,0,0,0.47,0.51,0.51,2.24,0.03,0.08,0.48,0.05,1.09,1.26,0.03,0.03,0.03,1,2,0,3,0,0,0,0,1,0,2,1,3,0,0,2,6,2,3,3,0,0,0.03,0,0,0,0,0,2.96,3,2.96,1,0.02,0,0,0.04,0.04,0.04
8.47517E+13,2022,Ekman-Larsson-Poolman,VAN,pairing,5on5,3,937,16,0.4,0.61,0.62,8.98,0.65,0.57,2.04,0.27,5.52,3.95,0.65,0.71,0.71,8,5,6,19,0,0,0,3,0,6,4,8,13,0,0,12,6,1,2,11,1,1,0.36,0.09,0.21,0,0,0,20.54,13,13.94,2,0.12,0,0,0.76,0.83,0.83,5.7,0.96,0.39,1.31,0.22,2.84,2.28,0.95,0.91,0.9,6,2,4,12,0,1,0,1,0,3,3,6,8,1,2,7,11,3,2,5,2,1,0.12,0.26,0.58,0,0,0,11.03,8,7.42,2,0.08,0.58,0.58,0.46,0.42,0.42
8.47688E+13,2022,Matheson-Harris,MTL,pairing,5on5,28,2401,243,0.52,0.52,0.51,24.03,2.26,1.58,5.63,0.84,13.26,10.43,2.15,2.19,2.09,24,10,11,45,1,8,0,3,0,8,14,23,33,2,4,7,13,4,7,25,7,2,0.73,0.94,0.59,0,1,0,43.13,34,32.66,7,0.32,1.6,0.97,1.62,1.58,1.55,23.5,2.09,1.49,5.67,0.87,13.1,9.78,2.04,2.21,2.16,28,5,8,41,3,3,0,7,1,9,10,25,30,4,8,6,18,6,4,23,8,2,0.6,1.05,0.44,0,3,0,43.9,33,35.02,4,0.31,0.55,0.55,1.85,1.95,1.95
